"Site","Line","TotalLine","WinOrLose","Fun","ScoreOff","FirstDownOff","ThirdDownPctOff","RushAttOff","RushYdsOff","PassAttOff","PassCompOff","PassYdsOff","PassIntOff","FumblesOff","SackNumOff","SackYdsOff","PenYdsOff","TimePossOff","PuntAvgOff","ScoreDef","FirstDownDef","ThirdDownPctDef","RushAttDef","RushYdsDef","PassAttDef","PassCompDef","PassYdsDef","PassIntDef","FumblesDef","SackNumDef","SackYdsDef","PenYdsDef","TimePossDef"
"H",-6,50,"WIN","FUN",20,18,30.3125,28.0625,132.625,32,18.6875,180.1875,0.5625,0.4375,2.9375,16.6875,43,30.326875,46.08125,18.9375,19.3125,34.375,28,128.6875,35,19.8125,231.1875,0.75,0.875,2.8125,18.5625,52.9375,29.323125
"V",-2,40.5,"LOSE","OKAY",19.125,17.6875,36,22.875,96.4375,34.9375,21.0625,207.3125,0.8125,0.625,3.6875,24.25,40.4375,28.159375,49.6875,21,20.9375,37.25,29.625,127,35.8125,21.4375,229.8125,1,0.4375,2.8125,17.5625,57.1875,31.440625
"H",1,50.5,"LOSE","OKAY",24.8125,19.125,39.8125,29,147.625,31,18.625,186.25,1,0.6875,2.125,11.3125,47.25,27.61875,45.8375,27.8125,23.1875,42.375,26.4375,110.9375,41.1875,26.5625,283.3125,0.75,0.625,2.5625,16.125,63.375,31.998125
"V",6.5,47.5,"LOSE","FUN",27.375,23.875,36.5,29.8125,124.25,40.4375,24,259,0.8125,0.625,2.6875,17.5,47.4375,29.343125,45.16875,19.8125,20.4375,39.5,29.5625,128.625,36.4375,20.3125,223.9375,1.1875,0.8125,3,19.1875,62.375,30.29375
"V",-1,44.5,"LOSE","BORING",21.0625,18.875,38.0625,24.625,98.3125,33.8125,19.3125,225.8125,1.375,0.8125,2.125,14.75,52.1875,28.91125,47.44375,24.875,20.875,42.5,28.4375,118.6875,36.625,22.5,242.125,0.9375,0.625,1.3125,9.4375,61.875,30.68875
"H",2,40.5,"WIN","BORING",15.375,17.5,33.5,31.5,130.5,29.375,16,171.8125,1.6875,0.75,3.625,24.5625,51.75,30.93125,45.4375,23.25,15.9375,29.5625,26,85.375,34.125,19.375,216.5625,0.5625,0.1875,2.8125,16.8125,57.8125,28.69375
"H",3.5,48.5,"LOSE","BORING",23.25,20.9375,38.0625,27.9375,131.9375,34.6875,20.8125,260.125,0.625,0.9375,2.75,17.1875,50.3125,25.75375,44.25,26.375,23.3125,44.4375,30.3125,126.5625,38.625,23.4375,266.375,0.875,0.5,2.25,15.625,59.9375,33.84625
"H",-1.5,48.5,"WIN","OKAY",23.375,21.375,40.75,26.8125,99.125,34.3125,23,255.4375,0.5625,0.5,2.3125,13.1875,56.125,31.270625,43.5125,23.3125,21.1875,38.625,24.5625,111.5625,34.5,22.25,252.5625,0.6875,0.5,2.8125,19.125,55.5625,28.354375
"H",7.5,40,"LOSE","OKAY",24.6875,17.5,35,31.75,136.25,26.3125,15.375,186.375,0.5625,0.75,2.25,13,54.75,29.7925,49.85,18.875,18.375,35.1875,26.5,102.6875,36.5625,21.375,214.5625,1,0.875,2.1875,15.875,53.0625,29.84625
"V",-7.5,40,"WIN","BORING",22.5,18.6875,32.3125,25.5,104.375,35.8125,20.8125,220.4375,0.625,0.625,2.0625,13.5,56.4375,28.78375,45.31875,21.8125,20,37.875,27.5,117.5,32.375,21.6875,237.1875,1.0625,0.8125,3.375,21.625,58.75,30.87625
"V",-6.5,40.5,"WIN","BORING",18.125,18.625,35.5,27,106.625,36.375,20.1875,214.5,1.0625,0.4375,2.375,17.375,71.375,30.725625,43.29375,24.875,20.6875,36.5625,24.125,96.3125,37.75,23.9375,248.5,1.0625,0.5625,2.0625,16.25,53.375,28.925
"V",-3.5,46,"WIN","BORING",21.375,16.6875,39.6875,27,109.25,31.9375,19,208.0625,0.9375,0.5625,2.9375,16.9375,59.875,28.68,44.625,23.8125,20,32.875,28.9375,116.9375,33.4375,20.3125,217,1.125,0.6875,2.625,16,46.125,30.92
"H",1,44.5,"WIN","BORING",24.5625,22.3125,43.75,31.6875,160.5625,33.4375,20.25,227.4375,0.9375,0.5,2,18.8125,49.6875,31.26375,42.56875,27.5625,21.25,39.375,26.625,111.0625,33.75,21.9375,260.8125,1.0625,0.5,2.4375,15.125,45.0625,28.33625
"V",-5,47.5,"WIN","BORING",28.625,23.5625,44.8125,25.3125,102.875,41.6875,27.875,330.75,1,0.4375,1.75,12.4375,48.25,32.605625,47.125,21.625,18.5,33.375,23.25,116.875,34.875,20.25,223.625,1.0625,0.625,2.6875,16.5625,46.6875,26.994375
"H",5,47.5,"LOSE","BORING",31.1875,20.375,42.75,33.3125,167.875,25.5625,16.4375,211.4375,0.5,0.625,2.5625,15.5625,70.25,30.390625,41.80625,14.9375,18.8125,36.125,25.3125,106,34.5625,19.9375,189.125,1.5,1,2.5,18.125,55.375,29.2575
"V",3.5,43,"WIN","FUN",18.4375,19.4375,33.875,26.0625,113.375,37.875,22.875,240.4375,1.0625,0.5625,2.75,22.9375,62.375,30.643125,47.69375,27.0625,18.0625,38.5625,29.3125,118.8125,29.375,17,190.4375,0.375,0.375,2.25,14.125,49,28.981875
"H",-3.5,43,"LOSE","BORING",13.9375,16.8125,29.9375,23.3125,79.4375,38.3125,22.1875,222.3125,1.5625,0.1875,3.1875,18.5625,51.1875,28.1975,46.6375,28.375,21.1875,43.1875,31.9375,130.8125,31.625,20.3125,231.8125,0.5625,0.75,1.6875,11.875,38.0625,31.4025
"H",4.5,41,"LOSE","OKAY",21.1875,18.3125,29.75,23.125,80.75,36.3125,22.1875,224.5,1.5625,0.8125,2.8125,20.125,47.25,29.163125,45.08125,23.125,19.25,34.875,26.4375,103,37.875,21.75,228.5,1.1875,0.625,2.4375,18.625,58.0625,30.461875
"V",-3.5,45,"WIN","BORING",22.6875,20.5,40.9375,20.25,79.6875,40.6875,27.5625,272.25,0.8125,0.5625,2.25,16.875,42.9375,29.73375,44.675,25.625,20.1875,45.6875,27.9375,133.75,33.875,22,254.8125,0.625,0.4375,1.5,11.1875,49.75,29.86625
"H",6,41.5,"LOSE","OKAY",21.5,18.5,37.0625,29.875,102.8125,35.5625,21.375,224.0625,1.0625,0.4375,3,21,63.0625,30.254375,44.35625,21.0625,16.9375,31.75,27.375,103.5625,33,19.1875,214.9375,0.5625,0.5,2.9375,19.4375,68.5,29.345625
"V",-2.5,42.5,"WIN","BORING",20.875,18.4375,35.875,30.875,132,34.25,19.625,204,0.8125,1,2.625,15.6875,52.375,27.874375,43.04375,25.3125,19.8125,39.0625,29.9375,132.5625,35.375,19.875,219.5,1.125,0.375,3,19.5625,51.625,31.735
"V",-3,46.5,"WIN","BORING",25.4375,22,47.9375,32.1875,142.9375,31.0625,18.9375,205.875,0.8125,0.4375,2.3125,16.875,44,33.27875,46.24375,14.25,16.625,31.75,20.25,73.625,34.9375,23.1875,216,1.1875,0.75,3.125,22.875,50.125,26.32125
"H",7,43.5,"LOSE","OKAY",23.8125,18.6875,37.625,28.4375,107.1875,35,21.1875,230.625,1.1875,0.6875,2.8125,14.5625,63.625,30.541875,45.44375,17.25,17.6875,34.0625,26.625,100.3125,37.6875,21.5,207,1.125,0.9375,3,21.1875,50.875,29.0675
"V",-9.5,47.5,"WIN","FUN",19,18.3125,32.25,22.375,89.3125,40.625,22.9375,234.625,1.125,0.75,3.625,24,58.375,28.4375,43,25,19.8125,40.5625,28.9375,106.125,36.125,21.9375,212,0.75,0.3125,2.625,13.5,52.25,31.1625
"H",13.5,49.5,"LOSE","BORING",37.25,27.3125,49.625,33.125,128.5,38.9375,26.6875,323.0625,0.6875,1.0625,1.25,8.4375,60.25,31.36,NA,22.625,20.125,34.6875,24.3125,93.9375,38.5,22.5,253.8125,1,0.625,2.875,21.0625,55.9375,28.251875
"V",-2,53.5,"WIN","BORING",24.875,23.25,44.1875,26.375,109.5,43.3125,25.5,305.5625,1.25,1.125,1.1875,10.0625,52.6875,31.7875,45.6375,25.5625,17.5625,31.125,23.75,90.5,34.0625,20.9375,244.25,0.8125,0.375,2.125,16.125,44.75,27.8125
"H",3.5,45,"LOSE","BORING",26.9375,21.3125,36.5625,27.6875,125.3125,35.0625,22.6875,270.8125,0.6875,0.6875,2.75,17.375,52.125,29.429375,NA,23.875,20,37.5625,28.25,126.5625,32.9375,19.9375,230.75,0.625,0.5625,3.1875,18,60.625,30.1875
"V",-7,43.5,"WIN","FUN",23.5625,19.375,37.4375,25.8125,106.625,34.4375,19.1875,211.875,0.6875,0.3125,2.625,17.875,40.375,28.854375,45.59375,22.1875,20.1875,38.25,29.5,142,32,19.6875,235.4375,1.0625,0.5625,2.4375,14.0625,61.1875,30.86
"V",3,44.5,"LOSE","BORING",20.0625,18.25,30,26.9375,132.6875,33.1875,19.125,186.1875,0.625,0.4375,2.875,16.4375,49.0625,29.985625,46.29375,19.8125,19.6875,34.1875,28.5625,126.625,35.5,20.25,242.625,0.875,0.875,2.6875,17.8125,54.8125,29.639375
"V",-3,41,"LOSE","BORING",19.5625,18.3125,37.3125,23.4375,97.9375,35.8125,22,216.8125,0.875,0.5625,3.5625,23.8125,36.4375,28.915,49.175,19.75,20,35.375,28.9375,126.4375,35.0625,20.75,221.375,1.0625,0.5,2.875,17.875,55.625,30.685
"V",-6,41.5,"WIN","OKAY",25.375,19.875,38.1875,29.75,148,32,19.3125,194.4375,0.9375,0.6875,2.4375,13.375,48,28.34625,45.7,27.625,23.0625,40,25.75,109.875,41.25,26.3125,287.1875,0.6875,0.6875,2.6875,16.5625,61.6875,31.315
"H",9.5,47.5,"LOSE","FUN",28.0625,24.0625,36.1875,29.5,123,40.5625,24.3125,268.5,0.8125,0.625,2.5,16.3125,44.3125,29.3575,45.1875,20.75,20.6875,40.875,29.625,129.875,36.5,20.4375,229.4375,1.25,0.75,2.875,19.0625,58.1875,30.279375
"H",3,46.5,"LOSE","OKAY",28.25,22.8125,44.1875,24.9375,99.3125,40.9375,27.5625,318.8125,0.6875,0.5,1.75,12.25,49.625,32.15625,47.29375,22.3125,19.0625,35.9375,24.1875,117.0625,34.6875,20.5,232.5625,1.0625,0.5625,2.6875,16.6875,49.25,27.44375
"V",-4,46.5,"WIN","BORING",21.5625,18.5625,36.375,24.25,96,33.5,19.4375,221.625,1.4375,0.8125,2.25,16.125,47.6875,28.6025,47.35625,24.875,20.75,41.3125,28.4375,114.4375,37.3125,23.1875,243.4375,0.9375,0.625,1.625,10.875,61.8125,30.9975
"H",3,39.5,"LOSE","BORING",15.125,16.8125,32.3125,30.1875,125.625,29.375,15.875,169.6875,1.625,0.75,3.6875,25.5625,52.0625,29.87625,45.53125,24.3125,17.1875,32.3125,26.9375,88.125,34.9375,20.5,233.5625,0.5625,0.1875,2.75,16,57.6875,29.74875
"V",-3,39.5,"WIN","OKAY",18.25,16.5,34.875,28.25,126.6875,30.75,17.9375,194.5,1,0.5625,2.5625,16.5,62.5625,30.05625,48.21875,22.9375,19.1875,38.0625,26.75,97.875,33.9375,22.5,233.9375,0.625,0.6875,2.625,17.9375,45.0625,29.59375
"H",2,53.5,"LOSE","BORING",22.6875,20.9375,36.25,28.4375,127.0625,34.6875,20.75,257.75,0.625,0.875,3,18.6875,53,25.930625,44.6625,25.3125,23.5,42.5,29.625,124.5,39.5,23.5625,264.25,1,0.5625,2.4375,17.6875,59.625,33.669375
"H",3,41,"WIN","FUN",21.5625,19.25,37.3125,23.25,77.875,37.1875,23.3125,252.3125,0.875,0.6875,3.0625,20.6875,43.0625,30.238125,41.65625,22.625,18.9375,38.875,27.1875,107.125,35.5625,21.0625,229.25,0.625,0.75,2.3125,12.75,52.375,29.386875
"H",4,46.5,"LOSE","BORING",23.1875,21.3125,41.5625,27.625,101.9375,33.625,22.8125,254.9375,0.5625,0.5625,2.1875,11.9375,55.5,31.505625,43.075,23.125,21.0625,38.625,24.9375,113.8125,33.5,21.5625,251.25,0.625,0.5,2.75,19.125,54,28.119375
"H",2,41,"LOSE","BORING",25.3125,17.625,34.4375,31.375,132.1875,26.0625,15.25,190.375,0.5625,0.75,2.3125,13.1875,54,29.90625,49.69375,18.6875,18.5625,35.9375,26.375,105.375,36.4375,20.875,213.0625,1.0625,0.875,2.375,16.625,55.5625,29.7325
"V",-2,41,"WIN","BORING",31.875,20.25,42.5625,33.6875,164.8125,25.125,16.375,212.625,0.5,0.5625,2.5,15.4375,70.9375,30.581875,41.85625,14.3125,18.1875,35.5,24.375,100.5,35.3125,20.3125,184,1.5,1.0625,2.5,17.875,55.8125,29.06625
"V",-4.5,41,"WIN","BORING",22.3125,18.875,33.0625,25.4375,106.1875,35.75,20.375,219.8125,0.6875,0.625,2.125,13.9375,58.9375,28.67,45.68125,22.4375,20.125,37.3125,27.125,113.4375,32.125,21.5625,241.1875,1.0625,0.8125,3.4375,21.8125,58,30.99
"H",2.5,42.5,"LOSE","BORING",17.0625,18.125,34.5625,26.9375,106.3125,35.25,19.9375,208.5625,1.0625,0.5,2.625,19.4375,68.25,30.6725,43.13125,24.625,20.4375,36.6875,24.4375,100.8125,37.1875,23.375,249.8125,1.125,0.5625,2.0625,16.25,50.25,28.978125
"V",-13.5,49.5,"WIN","BORING",21.625,17.25,40.5,28.1875,113.8125,31.4375,19,203.0625,0.9375,0.4375,2.625,15.1875,62.3125,29.251875,43.7375,23.6875,20.0625,32.6875,28.3125,115.625,33.25,20.0625,214.0625,1.1875,0.6875,2.9375,18.5,43.1875,30.4625
"H",-3,44.5,"WIN","BORING",24.5625,22.125,42.5625,31.5,156.75,34.125,20.9375,228.3125,0.9375,0.5,2.5,20.5625,49.625,31.5725,42.48125,28.0625,20.9375,37.6875,26.25,108.75,33.4375,22.0625,256.625,1.125,0.5,2.5625,16.5,40.5625,28.0275
"H",1.5,49.5,"LOSE","OKAY",25.25,20,33.9375,25.5,113.4375,36.25,22.3125,255.1875,0.75,0.5,1.8125,9.25,51.3125,29.9325,41.68125,25.6875,20.5,39.125,29.8125,139.25,32.6875,19.875,226.125,1.1875,0.875,2.0625,14.75,43.0625,29.711875
"V",-1.5,49.5,"WIN","BORING",26.5625,19.9375,37.1875,20.4375,81.0625,37.8125,24.125,255.5625,0.6875,0.5,2.25,18.375,52.4375,28.913125,45.36875,25.5,24.125,42.3125,27.0625,132.8125,39.3125,25.125,286.3125,0.9375,0.8125,2.25,14.875,52.4375,30.711875
"H",9.5,57,"WIN","FUN",38.8125,27.875,48.875,32.6875,129.375,40.375,27.5,329.875,0.625,1.0625,1.0625,7.0625,62.4375,31.4875,NA,23.5625,20.125,34.5,24.6875,96.125,38.125,22.125,247.25,1,0.625,2.9375,21.3125,54.1875,28.124375
"V",-9.5,57,"LOSE","BORING",23.375,21.6875,42.3125,27.875,105.0625,32.75,22.8125,257.6875,0.5625,0.625,2.25,12.25,54.1875,31.514375,43.1125,22.5,21.0625,38.625,25.125,115.25,32.9375,21.4375,249.375,0.6875,0.5,2.75,19.375,55.25,28.110625
"V",3,42.5,"LOSE","BORING",23.0625,19.25,31.5,24.125,84.75,35.875,22.6875,233.9375,1.3125,0.625,2.6875,19.1875,44.25,29.7725,45.175,20.125,18.8125,34.875,25,91.5,38.1875,22,225.25,1.25,0.625,2.625,19.6875,57.625,29.8525
"H",5.5,49,"LOSE","BORING",22.75,20.125,42.25,21,82.6875,39.8125,26.6875,264.4375,0.8125,0.625,2.1875,16.1875,42.9375,29.86625,44.78125,25.125,20.125,44.625,28,128.5625,33.6875,22.0625,251.1875,0.6875,0.5,1.75,13,49.75,29.73375
"V",4,43.5,"LOSE","BORING",20.5,18.3125,34.3125,31,132.375,34.25,19.1875,199.4375,1,1,2.75,16.3125,58.5625,27.7375,43.35625,26.0625,19.6875,38.1875,30.5,138,34.4375,19.1875,211.625,1.1875,0.375,3.0625,20.375,55.3125,31.871875
"H",10,40.5,"LOSE","OKAY",24.375,21.5625,46.6875,31.625,138.75,31,18.875,195.3125,0.8125,0.4375,2.5625,19.5,45.5625,33.081875,46.38125,14.9375,16.5,33.8125,20.625,75.75,34.5,22.9375,214.5625,1.125,0.75,3.125,22.5,52,26.5275
"V",-1,44,"LOSE","OKAY",27.1875,20.6875,35.9375,26.3125,115.375,35.1875,22.25,256.0625,0.625,0.5,1.8125,9.875,47.25,30.239375,NA,26.125,20.9375,39.5625,29.1875,140.9375,33.1875,20.0625,229.4375,1.125,0.875,2.125,14.75,42.8125,29.405
"V",1.5,43,"WIN","BORING",25.25,19.25,38.5,29.375,107.75,35.1875,21.4375,235.9375,1.125,0.6875,2.5,13.5625,63,31.04,45.725,17.75,17.8125,31.6875,25.875,101.1875,37.875,21.75,212.4375,1.0625,0.9375,2.8125,19.375,50.75,28.569375
"H",1,44,"WIN","OKAY",18.75,18.5625,33.125,21.75,86.4375,41.5,23.6875,246.375,1.125,0.75,3.5,23.125,59.625,28.319375,43.15,26.25,20.9375,42.5,28.625,100.3125,38.0625,23.3125,228.6875,0.75,0.375,2.5625,13,52.625,31.280625
"H",4,49.5,"WIN","FUN",27.0625,20.125,36.6875,20.6875,90.375,36.6875,23.4375,248.75,0.625,0.5,2.1875,17.4375,52.5,28.48125,45.725,27.125,25,44.625,27.8125,133,39.5,25.5625,295.75,0.875,0.8125,2,14.3125,49,31.14375
"V",-4,49.5,"LOSE","FUN",26.625,21.625,36.6875,28.1875,123.5625,35.5625,23.3125,275.4375,0.75,0.6875,2.875,18.0625,49.625,30.10375,NA,23.9375,19.4375,36.375,27.6875,123.3125,32.3125,19.5,227.6875,0.625,0.5625,3.1875,17.4375,58.125,29.513125
"V",-6,47,"WIN","BORING",18.8125,19.6875,35,25.5625,112.3125,39.25,23.625,246.6875,1.125,0.5625,2.8125,23.5625,69.0625,31.018125,47.325,26.125,17.5625,37.25,29,120,28.875,16.5,180.625,0.3125,0.375,2.25,14.0625,49.0625,28.606875
"H",6,47,"LOSE","BORING",23.625,19.4375,36.625,24.6875,104.4375,35.1875,20,221.5625,0.5625,0.3125,2.375,16.3125,40.625,28.286875,45.2375,23.375,20.875,39.125,30.1875,145.625,32,19.8125,236.4375,0.9375,0.5625,2.375,13.875,60.5625,31.4275
"H",-4,43.5,"WIN","BORING",15,16.9375,30.9375,23.5625,81.0625,37.3125,21.625,220.0625,1.4375,0.1875,3.125,18.25,51.375,27.89125,46.50625,28.5625,21.5625,44.1875,30.5,125.625,34.0625,21.625,245.5,0.6875,0.625,1.8125,13.5625,48.1875,31.70875
"V",6,44.5,"LOSE","BORING",22.4375,18.75,30.5625,27.6875,133.5,33.3125,19.4375,187.6875,0.625,0.4375,2.5625,14.625,48.75,30.46875,45.6875,18.5625,19.3125,33.375,27.4375,121.0625,36.25,20.375,242.25,0.9375,0.9375,2.875,18.5625,53.0625,29.15625
"H",2.5,46.5,"LOSE","FUN",20.875,18.375,37.625,23.5625,103.375,35.8125,22.1875,219.6875,0.9375,0.5,3.625,24.0625,36.9375,28.87125,49.04375,19.8125,19.625,37.0625,28.5,122,36.0625,21.0625,231.5,1.0625,0.5625,2.8125,18,56.75,30.72875
"H",-7,53,"LOSE","OKAY",25.6875,19.75,37.3125,28.9375,144.4375,33.3125,19.6875,206.1875,0.875,0.75,2.375,12.5,50.25,28.304375,45.56875,28.5625,23.1875,39.8125,26.3125,108.5625,41.0625,26.3125,281.4375,0.75,0.6875,2.6875,17.375,59.5,31.356875
"V",-2.5,46.5,"WIN","FUN",27.125,24.25,35.5625,28.75,120.3125,41.5625,25,275.25,0.8125,0.6875,2.6875,17.1875,43.375,29.22375,44.6625,21.5,21,42,29.5,130.375,37,20.9375,239.625,1.1875,0.75,2.8125,17.875,59.4375,30.413125
"V",7,48,"WIN","FUN",28.5,23,45.4375,24.5,94.75,40.875,27.8125,316.25,0.5625,0.375,1.8125,12.25,47.375,31.983125,46.96875,19.875,18.4375,35.625,23.9375,116.625,34.625,20.5,223.3125,0.9375,0.5625,3,19.75,48,27.62625
"H",-9.5,43,"WIN","BORING",19.1875,18.1875,35.9375,23.8125,93.3125,33.3125,19.3125,220.5,1.4375,0.875,2.375,17.25,48.75,28.206875,47.73125,25.5,20.9375,43.125,29.4375,114.5625,36.375,22.875,237.125,0.8125,0.5625,1.6875,10.625,58.625,31.393125
"V",-10,40.5,"WIN","BORING",16.375,17,33.75,29.5625,124.1875,29.75,16.125,176.25,1.6875,0.625,3.6875,25.75,53.375,29.81125,45.25625,25.375,17.375,33.5625,27.0625,89.8125,34.5,20.4375,237.625,0.5,0.1875,2.75,16.9375,56.25,29.81375
"H",-6,44.5,"WIN","BORING",19.125,16.8125,35.375,28.875,132.25,31.125,18,192.625,1,0.5,2.6875,17.875,58.625,30.54875,48.38125,23.625,18.5,38.3125,26.3125,98.0625,33.25,21.875,229,0.625,0.6875,2.5,17.1875,45.75,29.10125
"V",7,53,"WIN","OKAY",23.375,20.875,35.375,30.3125,143.9375,32.875,19.4375,247.8125,0.6875,0.8125,2.625,16,52.5,26.045,44.10625,25.25,22.9375,42.1875,29.6875,121,38.9375,23.3125,262.375,1,0.75,2.3125,17,58.875,33.555
"H",-1.5,43,"LOSE","BORING",21.8125,19.1875,37.875,23.5,78.8125,37,23.375,255.875,0.8125,0.6875,3.125,21.125,43.75,30.73,41.1875,22.625,18.8125,38.125,26.4375,112.5625,35,21,227.9375,0.6875,0.75,2.4375,14.0625,51.4375,28.895
"V",4.5,41,"LOSE","BORING",24.8125,17.5,35.5625,31.6875,132.6875,26.4375,15.0625,189.6875,0.625,0.75,2.1875,13.25,55.5625,30.018125,49.775,18.9375,18.4375,36.1875,26.4375,104.875,35.9375,20.75,215.875,1.125,0.8125,2.375,16.875,58.1875,29.620625
"V",9.5,43,"LOSE","BORING",29.3125,19.75,43.5,32.5,152.4375,25.3125,16.5625,210.6875,0.5,0.5625,2.5625,16.3125,70.1875,30.156875,41.48125,15.5,18.75,36.0625,25.375,108,34.6875,20.0625,186.3125,1.3125,0.8125,2.5,18.1875,55.25,29.49125
"H",-7,48,"LOSE","BORING",22,18.6875,32.1875,24.9375,107.5625,35,20.1875,216.6875,0.75,0.625,2.3125,15.3125,63.5,28.375625,46.51875,23.5625,20.625,39.3125,27.875,116.3125,32.0625,21.6875,243.8125,1,0.8125,3.1875,20.5625,59,31.284375
"H",-4.5,41,"WIN","BORING",17.4375,17.75,33.875,27.1875,108.125,34.6875,19.625,202.5,1.1875,0.5,2.5625,19.3125,69.25,30.750625,43.275,23.5625,19.8125,34.8125,24.8125,103.1875,36.0625,22.5,237.875,1.375,0.5625,2.125,15.875,56.5625,28.9
"H",-3,42.5,"WIN","FUN",21.9375,17.125,39.625,28.0625,113.75,30.75,18.4375,196.75,0.875,0.5,2.6875,15.875,62.0625,28.754375,43.53125,25.1875,21.1875,33,28.4375,119.125,34.8125,21.5,228.1875,1.0625,0.6875,2.6875,16.9375,44.25,30.96
"V",-5.5,49,"WIN","FUN",23.25,21.5625,41.5625,30.375,150.0625,35,21.0625,224.8125,1,0.5,2.6875,21,46.9375,31.16125,42.05,29.125,21.0625,35.6875,26.4375,109.1875,33.5625,22,255.4375,1.125,0.4375,2.4375,15.9375,38.9375,28.43875
"V",-5.5,49,"LOSE","BORING",21.5625,18.8125,36.3125,29.375,97.25,37.375,22.125,227.5,1.1875,0.375,3,21.5,62.375,30.544375,44.6375,20.75,16.5625,31.3125,26.75,99.9375,33.625,19.1875,216,0.5625,0.5,2.75,17.9375,69.75,29.055625
"H",5.5,49,"WIN","OKAY",24.875,22.25,42.1875,26.4375,106.0625,42.0625,24.4375,299.125,1.1875,1.25,1.125,9.25,52.25,31.24125,45.8875,26,18.0625,29.875,25.0625,100.4375,33.9375,20.75,246.1875,0.875,0.3125,1.9375,14.5625,41.9375,28.35875
"V",-9,43,"LOSE","BORING",23,20,33.5625,24.5625,87.625,36.4375,23.0625,241.3125,1.25,0.625,2.75,19.75,45.4375,29.771875,45.65,21.625,19.6875,35.9375,24.8125,90.375,38.6875,22.75,235.625,1.1875,0.625,2.6875,19.0625,54.6875,29.853125
"H",1.5,44.5,"WIN","BORING",21.625,19.1875,37.625,29.5,99.375,37.25,22.125,227.0625,1.125,0.3125,2.875,19.9375,62.3125,30.923125,44.5,19.625,16.3125,31.3125,25.6875,96.75,34,19.25,218.9375,0.75,0.5,2.6875,17.1875,72.125,28.676875
"H",-1.5,42.5,"LOSE","BORING",21.125,18.6875,34.3125,32.4375,137.375,33.0625,18.75,196.5,0.9375,1,2.8125,15.875,61.5,27.811875,43.2,24.1875,19.75,38.6875,30.4375,131.0625,35.25,19.625,211.5625,1.3125,0.5,3.25,22.4375,58.3125,31.7975
"H",3,44.5,"LOSE","BORING",24.3125,21.0625,46.375,31.4375,137.25,30.4375,18.6875,198.0625,0.8125,0.375,2.5625,19.375,46.25,32.82125,46.9125,15.75,16.9375,35.0625,21.375,81.1875,34.8125,22.875,217.4375,1.1875,0.625,3,22.5,48.875,26.788125
"V",-3,55,"WIN","BORING",28.75,21.375,39.9375,26.8125,121.375,35.8125,22.875,265.6875,0.6875,0.5625,1.6875,8.375,44.0625,30.743125,NA,26.75,20.9375,39.0625,28.25,139.6875,33.375,20.0625,229.125,1.25,0.75,1.9375,13.9375,41.9375,28.90125
"H",7.5,47.5,"LOSE","BORING",24.375,19.375,37.875,28.1875,101.5,36.25,22.1875,244.0625,1.125,0.625,2.1875,11.875,60.25,30.4675,45.88125,18.8125,18.3125,31.375,26.9375,105.1875,37.375,22,212.75,1.0625,0.6875,2.8125,19.625,47.5625,29.141875
"V",-1.5,42,"WIN","BORING",19.375,19,33.125,21.875,88.625,41.75,23.8125,248.875,1.125,0.75,3.375,22.4375,63.375,28.425,43.09375,26.25,20.75,43.5625,28.375,103.875,37.6875,23.0625,225.75,0.8125,0.4375,2.5625,11.9375,52.3125,31.175
"V",2.5,52,"LOSE","BORING",27.625,20.375,35.8125,20.5,93.3125,37.0625,23.375,249,0.75,0.4375,2.3125,18.25,53.625,28.35875,45.99375,27.9375,25.4375,45.375,28.4375,138.0625,39.4375,25.6875,293.5,0.875,0.75,1.875,14.0625,52.6875,31.26625
"V",9.5,53.5,"LOSE","BORING",37.9375,27.75,48.3125,30.5625,120.3125,41.1875,28.125,335.5,0.6875,1.0625,1,6.75,61.9375,30.42125,NA,24.1875,20.9375,37.125,26.25,103.6875,36.875,21.625,243.375,0.9375,0.5625,2.875,19.6875,52.5625,29.190625
"H",9,48.5,"WIN","BORING",25.25,22.3125,42.0625,26.8125,108.25,41.0625,24.0625,299.4375,1.1875,1.1875,1.0625,8.4375,53.875,31.30875,45.8,24.75,18.4375,30.625,24.5625,99.875,35,21.125,253.5625,0.8125,0.3125,1.9375,14.5625,42.5625,28.29125
"H",2,44.5,"WIN","BORING",27.625,22.0625,37.5,27.875,125.875,35.75,23.5,275.75,0.8125,0.5625,2.8125,18.25,46.8125,29.79125,NA,25.375,20.4375,37.75,27.375,126.5,34,20.5625,241.75,0.6875,0.5625,3.125,17.3125,57.375,29.825625
"H",-9.5,53.5,"WIN","BORING",17.1875,19,34.6875,25.125,107.875,39.4375,23.3125,240,1.25,0.5625,2.875,24.4375,71.875,30.60875,47.65625,26.625,17.4375,38.5,29.6875,121.75,29.1875,16.875,182.5625,0.375,0.3125,2,11.75,46.375,29.01625
"V",-7,46.5,"LOSE","OKAY",24.125,19.4375,37.875,25.375,106.1875,35.5,20.375,223.5,0.625,0.25,2.125,14,37.9375,28.69625,44.93125,21.75,20.125,38.8125,29.75,141.1875,32.1875,19.5,229.75,1.0625,0.5625,2.4375,14.75,63.375,31.018125
"H",-4,44,"WIN","OKAY",16.0625,17.5625,31.75,24.1875,85.625,37.4375,21.8125,218.9375,1.5625,0.3125,3.3125,20.375,50.875,28.084375,46.4,28.75,21.5,43.125,31,126.75,33.75,21.3125,242.9375,0.75,0.625,2,14.4375,49.8125,31.515625
